"codigo","situacao","nome","descricao","mensagem","parametros"
"ELIM0147","Ativa","VALIDA SALDO DA CONTA 330.02","Verifica se a instituição informou saldo para a conta 330.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 330.02.
","System.Object[]"
"ELIM0148","Ativa","VALIDA SALDO DA CONTA 330.03","Verifica se a instituição informou saldo para a conta 330.03 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 330.03.
","System.Object[]"
"ELIM0149","Ativa","VALIDA SALDO DA CONTA 330.04","Verifica se a instituição informou saldo para a conta 330.04 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 330.04.
","System.Object[]"
"ELIM0150","Ativa","VALIDA SALDO DA CONTA 330.05","Verifica se a instituição informou saldo para a conta 330.05 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 330.05.
","System.Object[]"
"ELIM0151","Ativa","VALIDA SALDO DA CONTA 340.01","Verifica se a instituição informou saldo para a conta 340.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 340.01.
","System.Object[]"
"ELIM0152","Ativa","VALIDA SALDO DA CONTA 340.02","Verifica se a instituição informou saldo para a conta 340.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 340.02.
","System.Object[]"
"ELIM0153","Ativa","VALIDA SALDO DA CONTA 340.03","Verifica se a instituição informou saldo para a conta 340.03 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 340.03.
","System.Object[]"
"ELIM0154","Ativa","VALIDA SALDO DA CONTA 340.04","Verifica se a instituição informou saldo para a conta 340.04 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 340.04.
","System.Object[]"
"ELIM0155","Ativa","VALIDA SALDO DA CONTA 350.01","Verifica se a instituição informou saldo para a conta 350.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 350.01.
","System.Object[]"
"ELIM0156","Ativa","VALIDA SALDO DA CONTA 350.02","Verifica se a instituição informou saldo para a conta 350.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 350.02.
","System.Object[]"
"ELIM0157","Ativa","VALIDA SALDO DA CONTA 360","Verifica se a instituição informou saldo para a conta 360 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 360.
","System.Object[]"
"ELIM0158","Ativa","VALIDA SALDO DA CONTA 370","Verifica se a instituição informou saldo para a conta 370 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 370.
","System.Object[]"
"ELIM0159","Ativa","VALIDA SALDO DA CONTA 380.01","Verifica se a instituição informou saldo para a conta 380.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 380.01.
","System.Object[]"
"ELIM0160","Ativa","VALIDA SALDO DA CONTA 380.02","Verifica se a instituição informou saldo para a conta 380.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 380.02.
","System.Object[]"
"ELIM0161","Ativa","VALIDA SALDO DA CONTA 380.03","Verifica se a instituição informou saldo para a conta 380.03 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 380.03.
","System.Object[]"
"ELIM0162","Ativa","VALIDA SALDO DA CONTA 380.04","Verifica se a instituição informou saldo para a conta 380.04 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 380.04.
","System.Object[]"
"ELIM0163","Ativa","VALIDA SALDO DA CONTA 390","Verifica se a instituição informou saldo para a conta 390 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 390.
","System.Object[]"
"ELIM0164","Ativa","VALIDA SALDO DA CONTA 400.01","Verifica se a instituição informou saldo para a conta 400.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 400.01.
","System.Object[]"
"ELIM0165","Ativa","VALIDA SALDO DA CONTA 400.02","Verifica se a instituição informou saldo para a conta 400.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 400.02.
","System.Object[]"
"ELIM0166","Ativa","VALIDA SALDO DA CONTA 410.01","Verifica se a instituição informou saldo para a conta 410.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 410.01.
","System.Object[]"
"ELIM0167","Ativa","VALIDA SALDO DA CONTA 410.02","Verifica se a instituição informou saldo para a conta 410.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 410.02.
","System.Object[]"
"ELIM0168","Ativa","VALIDA SALDO DA CONTA 420.01","Verifica se a instituição informou saldo para a conta 420.01 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 420.01.
","System.Object[]"
"ELIM0169","Ativa","VALIDA SALDO DA CONTA 420.02","Verifica se a instituição informou saldo para a conta 420.02 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 420.02.
","System.Object[]"
"ELIM0170","Ativa","VALIDA SALDO DA CONTA 420.03","Verifica se a instituição informou saldo para a conta 420.03 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 420.03.
","System.Object[]"
"ELIM0171","Ativa","VALIDA SALDO DA CONTA 420.04","Verifica se a instituição informou saldo para a conta 420.04 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 420.04.
","System.Object[]"
"ELIM0172","Ativa","VALIDA SALDO DA CONTA 420.05","Verifica se a instituição informou saldo para a conta 420.05 correspondente a aplicação do FPR sobre o valor de exposição.
","O saldo da conta não é compatível com o produto do fator de ponderação (elemento 41) vezes o valor contábil (elemento 2) da conta 420.05.
","System.Object[]"
"ELIM0173","Ativa","PCAM - EXP MENOR OU IGUAL A 5% DO PR","Valida saldo da PCAM quando a EXP é inferior ou igual a 5% do PR","Valor da PCAM deve ser igual a zero","System.Object[]"
"ELIM0174","Ativa","PCAM - EXP MAIOR QUE 5%","Valida saldo da PCAM quando a EXP é  superior a 5% do PR","A PCAM diverge da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0175","Ativa","PCAM - EXP MENOR OU IGUAL 4% DO PR","Valida saldo da PCAM quando a EXP é inferior ou igual a 4% do PR","Valor da PCAM deve ser igual a zero.","System.Object[]"
"ELIM0176","Ativa","PCAM - EXP MAIOR QUE 4% - ATÉ 5%","Valida saldo da PCAM quanto da EXP é maior que 4% do PR e inferior ou igual a 5% do PR.","Valor da PCAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0177","Ativa","PCAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR","Valida saldo da PCAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR.","Valor da PCAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0178","Ativa","PCAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR","Valida saldo da PCAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR.","Valor da PCAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0179","Ativa","PCAM - EXP MAIOR QUE 15% DO PR","Valida saldo da PCAM quanto da EXP é maior que 15% do PR.","Valor da PCAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0180","Ativa","PCAM - EXP MENOR OU IGUAL 2% DO PR","Valida saldo da PCAM quando a EXP é inferior ou igual a 2% do PR","Valor da PCAM deve ser igual a zero.","System.Object[]"
"ELIM0181","Ativa","PCAM - EXP MAIOR QUE 2% - ATÉ 5%","Valida saldo da PCAM quanto da EXP é maior que 2% do PR e inferior ou igual a 5% do PR.","Valor da PCAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0182","Ativa","PCAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR","Valida saldo da PCAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR.","Valor da PCAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0183","Ativa","PCAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR","Valida saldo da PCAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR.","Valor da PCAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0184","Ativa","PCAM - EXP MAIOR QUE 15% DO PR","Valida saldo da PCAM quanto da EXP é maior que 15% do PR.","Valor da PCAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03.","System.Object[]"
"ELIM0185","Ativa","RWACAM - EXP MENOR OU IGUAL 5% DO PR","Valida saldo da RWACAM quanto da EXP é  inferior ou igual a 5% do PR.","Valor da RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0186","Ativa","RWACAM - EXP MAIOR QUE  5% - ATÉ 10% DO PR","Valida saldo da RWACAM quanto da EXP é maior que 5% do PR e inferior ou igual a 10% do PR.","Valor da RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0187","Ativa","RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR.","Valor da RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0188","Ativa","RWACAM - EXP MAIOR QUE 15% DO PR","Valida saldo da RWACAMquanto da EXP é maior que 15% do PR.","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0189","Ativa","VALIDA CONTA 874.01.00","Verifica se o saldo da conta 874.01.00 é compatível com a média dos saldos diferentes de zero das contas 874.10.00, 874.20.00 e 874.30.00.","O saldo da conta 874.01.00 não é compatível com os saldos das contas 874.10.00, 874.20.00 e 874.30.00.","System.Object[]"
"ELIM0190","Ativa","Valida saldo da conta 874.01.00 igual a zero","Vefica se no caso de saldo zero na conta 874.01.00 se a instituição informou as contas relativas ao ativo total do conglomerado financeiro e do consolidado econômico financeiro.","Quando o saldo da conta 874.01.00 for igual a zero, deve-se informar valores para as contas 874.99.01 e 874.99.02.","System.Object[]"
"ELIM0191","Ativa","Valida saldo da conta 874.02.00","Valida saldo da conta 874.02.00 quando os saldo das contas 874.99.01 e 874.99.02 são diferentes de zero, baseado nos saldos destas contas e do VRO (saldo da conta 871, ou 872, ou 873).","O saldo da conta 874.02.00 é incompatível com os saldos das contas 874.99.01 e 874.99.02 e do valor do VRO (saldo da conta 871, ou da 872, ou da 873, conforme metodologia de apuração da parcela de risco operacional adotada).","System.Object[]"
"ELIM0192","Ativa","Verifica IAE (ASA) em T-3 Linha de Negócio - Varejo","A média por período anual da soma das Operações de Crédito e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.10.02","A média por período anual da soma das Operações de Crédito (elemento 17) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.10.02","System.Object[]"
"ELIM0193","Ativa","Verifica IAE (ASA) em T-3 Linha de Negócio - Comercial","A média por período anual da soma das Operações de Crédito mais TVM não classificado na carteira de negociação e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.10.03","A média por período anual da soma das Operações de Crédito (elemento 17) com os TVM da carteira de não negociação (elemento 18) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.10.03","System.Object[]"
"ELIM0194","Ativa","Verifica IAE (ASA) em T-2 Linha de Negócio - Varejo","A média por período anual da soma das Operações de Crédito e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.20.02","A média por período anual da soma das Operações de Crédito (elemento 17) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.20.02","System.Object[]"
"ELIM0195","Ativa","Verifica IAE (ASA) em T-2 Linha de Negócio - Comercial","A média por período anual da soma das Operações de Crédito mais TVM não classificado na carteira de negociação e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.20.03","A média por período anual da soma das Operações de Crédito (elemento 17) com os TVM da carteira de não negociação (elemento 18) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.20.03","System.Object[]"
"ELIM0196","Ativa","Verifica IAE (ASA) em T-1 Linha de Negócio - Varejo","A média por período anual da soma das Operações de Crédito e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.30.02","A média por período anual da soma das Operações de Crédito (elemento 17) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.30.02","System.Object[]"
"ELIM0197","Ativa","Verifica IAE (ASA) em T-1 Linha de Negócio - Comercial","A média por período anual da soma das Operações de Crédito mais TVM não classificado na carteira de negociação e Plano de Negócios, multiplicada por 3,5%,  apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.30.03","A média por período anual da soma das Operações de Crédito (elemento 17) com os TVM da carteira de não negociação (elemento 18) e Plano de Negócios (elemento 20), multiplicada por 3,5%, apresenta valor diferente do saldo apresentado no documento DLO para a conta 872.30.03","System.Object[]"
"ELIM0198","Ativa","Valida parâmetro RBAN quando não nula","Verifica se o parâmetro utilizado para a metodologia de cálculo da RBAN foi informado quando o valor da RBAN é diferente de zero.","Foi informado saldo para a conta 890 e não foi informado o parâmetro da metodologia de cálculo da RBAN - Conta 890.","System.Object[]"
"ELIM0199","Ativa","Valida parâmetros da RBAN","Verifica se o Parametro de metodologia de cálculo da RBAN foi informado dentro domínio de valores.","Não foi informado um parâmetro válido para a metodologia de apuração da RBAN.","System.Object[]"
"ELIM0200","Ativa","Valida saldo da conta 950 antes de 10/2013","Verifica se o saldo da conta 950 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 950 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0201","Ativa","Valida saldo da conta 960","Verifica se o saldo da conta 960 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 960 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0202","Ativa","VALIDA CONTA 100","Verifica se o saldo da conta 100 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 100 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0203","Ativa","VALIDA CONTA 101 ANTES DE 10/2013","Verifica se o saldo da conta 101 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 101 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0205","Ativa","VALIDA CONTA 150","Verifica se o saldo da conta 150 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 150 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0206","Ativa","VALIDA CONTA 160","Verifica se o saldo da conta 160 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 160 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0207","Ativa","VALIDA SALDO DA CONTA 900 ANTES DE 10/2013","Verifica se o saldo da conta 900 é compatível com o resultado da fórmula prevista para a conta.","O saldo da conta 900 não é compatível com a fórmula de cálculo da referida conta.","System.Object[]"
"ELIM0208","Ativa","Valida Conta de Detalhamento do RWAOPAD","Verifica se foram informados valores indevidos nas contas de detalhamento do POPR em desacordo com a abordagem informada.","Foram informados valores nas contas de RWAOPAD em desacordo com a abordagem de risco operacional informada.","System.Object[]"
"ELIM0209","Ativa","VALIDAÇÃO DA CONTA 550.10","Validar o valor contábil da conta 550.10 a partir do saldo das contas filhas 550.10.01 a 550.10.06.","A soma dos valores contábeis da conta 550.10 não confere com a soma dos saldos das conta 550.10.01, 550.10.02, 550.10.03, 550.10.04, 550.10.05, 550.10.06","System.Object[]"
"ELIM0210","Ativa","VALIDAÇÃO DA CONTA 550.11","Validar o valor contábil da conta 550.11 a partir do saldo das contas filhas 550.11.01 a 550.11.06.","A soma dos valores contábeis da conta 550.11 não confere com a soma dos saldos das conta 550.11.01, 550.11.02, 550.11.03, 550.11.04, 550.11.05, 550.11.06.","System.Object[]"
"ELIM0212","Ativa","VALIDAÇÃO DE INDICADOR DE INCLUSÃO","Verifica, no caso de ter sido informado indicador de inclusão igual a ""I"", se não houve documento processado com sucesso enviado anteriormente.","FOI INFORMADO INCORRETAMENTE INDICADOR DE INCLUSÃO OU SUBSTITUIÇÃO IGUAL A ""I"" CORRESPONDENTE A INCLUSÃO, NO ENTANTO,  JÁ EXISTE DOCUMENTO PROCESSADO COM SUCESSO PARA ESTA DATA BASE.","System.Object[]"
"ELIM0213","Ativa","VALIDAÇÃO DO INDICADOR DE SUBSTITUIÇÃO","Verifica, no caso de ter sido informado indicador de inclusão igual a ""S"", se já houve documento processado com sucesso enviado anteriormente.","FOI INFORMADO INCORRETAMENTE INDICADOR DE INCLUSÃO OU SUBSTITUIÇÃO IGUAL A ""S"" CORRESPONDENTE A SUBSTITUIÇÃO, NO ENTANTO,  AINDA NÃO EXISTE DOCUMENTO PROCESSADO COM SUCESSO PARA ESTA DATA BASE.","System.Object[]"
"ELIM0214","Ativa","VALIDA SALDO DA CONTA 880","Verifica se o saldo da conta 880 é compatível com o saldo da conta 765","O Saldo da conta 880 deve refletir no mínimo o valor da conta 765.","System.Object[]"
"ELIM0216","Ativa","Valida Uso de Modelo Interno de Risco de Mercado","Verifica se a instituição apresenta saldo nas contas próprias de modelos internos de risco de mercado, e se a referida instituição está habilitada a usar modelo interno.","Esta instituição não está habilitada a usar modelo interno de risco de mercado, no entanto há saldos em contas destinadas exclusivamente ao modelo interno de risco de mercado.","System.Object[]"
"ELIM0217","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM BIA","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 871, APÓS DIVISÃO PELO FATOR F.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 871 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0218","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 872, APÓS DIVISÃO PELO FATOR F.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 872 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0219","Ativa","VALIDAR SALDO DA CONTA 870 PARA ABORDAGEM ASA2","VERIFICA SE O SALDO DA CONTA 870 ESTÁ COMPATÍVEL COM O SALDO DA CONTA 873, APÓS DIVISÃO PELO FATOR F.","SALDO DA CONTA 870 INCOMPATÍVEL COM O SALDO DA CONTA 873 APÓS DIVISÃO PELO FATOR F.","System.Object[]"
"ELIM0220","Ativa","PATRIMÔNIO DE REFERÊNCIA (PR)","VALIDA CONTA PATRIMÔNIO DE REFERÊNCIA (PR) PARA DATAS BASES ANTERIORES A 10/13","SALDO DA CONTA 100 INCONPATÍVEL COM A SOMA DO SALDO DA CONTA 110 E 120 DEDUZIDO DO SALDO DA CONTA 130.","System.Object[]"
"ELIM0221","Ativa","PATRIMÔNIO DE REFERÊNCIA (PR) PÓS 10/2013","VALIDA PATRIMÔNIO DE REFERÊNCIA (PR) PÓS 10/2013","SALDO DA CONTA 100 INCONPÁTÍVEL COM SOMA DO SALDO DAS CONTAS 110 E 120","System.Object[]"
"ELIM0222","Ativa","VALIDA PR PARA LIMITE DE BASILÉIA ANTES DE 10/13","VALIDA PR PARA LIMITE DE BASILÉIA ANTES DE 10/13","SALDO DA CONTA 101 INCOMPATÍVEL COM O SALDO DA CONTA 100 DEDUZIDO DO SALDO DA CONTA 105","System.Object[]"
"ELIM0223","Ativa","Validação do saldo da conta 101 a partir de 10/2013 para RPS","Validação do saldo da conta 101 (patrimônio de referência para comparação com o RWA) a partir de 10/2013 para RPS","O saldo da conta 101 (R$ VALOR1) deve corresponder ao resultado de 100 - 105 (R$ VALOR2).","System.Object[]"
"ELIM0224","Ativa","Validação do saldo da conta 102 antes de 10/13","Validação do saldo da conta 102 antes de 10/13","O saldo da conta 102 (R$ VALOR1) é incompatível com o saldo resultante de 100 - 106 (R$ VALOR2).","System.Object[]"
"ELIM0226","Ativa","Validação do saldo da conta 110 antes de 10/2013","Validação do saldo da conta 110 antes de 10/2013","O saldo da conta 110 (R$ VALOR1) é incompatível com o resultado de 110.01 + 110.02 + 110.03 + 110.04 -110.05 - 110.06 - 110.07 - 110.08 - 110.09 - 110.10 - 110.11 - 110.12 - 110.13 - 110.14 - 110.15 + 110.16 - 110.17 - 110.18 + 110.19 (R$ VALOR2).","System.Object[]"
"ELIM0227","Ativa","Validação do saldo da conta 110 a partir de 10/2013","Validação do saldo da conta 110 a partir de 10/2013","O saldo da conta 110 (R$ VALOR1) é incompatível com o somatório dos saldos das contas 111 e 112 (R$ VALOR2).
","System.Object[]"
"ELIM0228","Ativa","Validação do saldo da conta 120 a partir de 10/2013","Validação do saldo da conta 120 (patrimônio de referência Nivel II) a partir de 10/2013","O saldo da conta 120 (R$ VALOR1) deve corresponder ao resultado de 120.01 + 120.02 - 120.90 - 120.91 -120.92 (R$ VALOR2).","System.Object[]"
"ELIM0229","Ativa","Validação do valor base da conta 111.94.01","Validação do valor base da conta 111.94.01 (Ajuste Prudencial V Antes da Glosa de 15% - Investimentos Superiores)","O valor base informado no elemento 2 da conta 111.94.01 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.94.01.01 - 111.94.01.02 (R$ VALOR2).","System.Object[]"
"ELIM0230","Ativa","Validação do valor base da conta 111.94.02","Validação do valor base da conta 111.94.02 (Ajuste Prudencial VII Antes da Glosa de 15% - Créditos Tributários de Diferença Temporária)","O valor base informado no elemento 2 da conta 111.94.02 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.94.02.01 - 111.94.02.02 (R$ VALOR2).","System.Object[]"
"ELIM0231","Ativa","Validação do saldo da conta 111.94.03","Validação do saldo da conta 111.94.03 (Ajustes Prudenciais V e VII decorrentes de limitação de 15% do Capital Principal)","O valor base informado no elemento 2 da conta 111.94.03 (R$ VALOR1) é incompatível com o maior valor entre zero e o resultado de 111.94.03.01 - 111.94.03.02 (R$ VALOR2).","System.Object[]"
"ELIM0232","Ativa","PCAM - EXP MAIOR QUE 2% - ATÉ 5% PÓS 10/2013","Valida saldo do RWACAM quanto da EXP é maior que 2% do PR e inferior ou igual a 5% do PR","Valor do RWACAM deve ser igual a quatro décimos da soma das contas DLO 800.01, 800.02 e 800.03, divido pelo Fator F.","System.Object[]"
"ELIM0233","Ativa","RWACAM - EXP MAIOR QUE 5% - ATÉ 10% DO PR","VALIDA RWACAM - EXP MAIOR QUE 5% - ATÉ 10% DO PR","Valor do RWACAM deve ser igual a seis décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0234","Ativa","RWACAM - EXP MAIOR QUE 10% - ATÉ 15% DO PR","Valida saldo da RWACAM quanto da EXP é maior que 10% do PR e inferior ou igual a 15% do PR.","Valor do RWACAM deve ser igual a oito décimos da soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0235","Ativa","RWACAM - EXP MAIOR QUE 15% DO PR","VALIDA PCAM - EXP MAIOR QUE 15% DO PR","Valor da RWACAM deve ser igual a soma das contas DLO 800.01, 800.02 e 800.03 dividido pelo fator F.","System.Object[]"
"ELIM0236","Ativa","VALIDA SALDO DA CONTA 820 ANTES DE 10/2013","VALIDA SALDO DA CONTA 820 ANTES DE 10/2013","SALDO DA CONTA 820 INCOPATÍVEL COM O RESULTADO DE SUA FÓRMULA: DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04].","System.Object[]"
"ELIM0237","Ativa","VALIDA SALDO DA CONTA 820 APÓS 10/2013","VALIDA SALDO DA CONTA 820 APÓS 10/2013","SALDO DA CONTA 820 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA: (DLO[820.01]+DLO[820.02]+DLO[820.03]+DLO[820.04])/FATOR F.","System.Object[]"
"ELIM0238","Ativa","VALIDA SALDO DA CONTA 830 ANTES DE 10/2013","VALIDA SALDO DA CONTA 830 ANTES DE 10/2013","SALDO DA CONTA 830 INCOMPATIVEL COM RESULTADO DE SUA FÓRMULA: DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04]","System.Object[]"
"ELIM0239","Ativa","VALIDA SALDO DA CONTA 830 APÓS 10/2013","VALIDA SALDO DA CONTA 830 APÓS 10/2013","SALDO DA CONTA 830 INCOMPATÍVEL COM O RESULTADO DE SUA FÓRMULA:(DLO[830.01]+DLO[830.02]+DLO[830.03]+DLO[830.04])/FATOR F.","System.Object[]"
"ELIM0240","Ativa","VALIDA SALDO DA CONTA 840 ANTES DE 10/2013","VALIDA SALDO DA CONTA 840 ANTES DE 10/2013","SALDO DA CONTA 840 INCOMPATÍVEL COM RESULTADO DE SUA FÓRMULA: DLO[840.01]+DLO[840.02]+DLO[840.03]+DLO[840.04].","System.Object[]"
